buggy_code,fixed_code
"LOG.error(""Failed to freeSpace: No StorageDirView has enough capacity of {} bytes"",availableBytes)","LOG.warn(""Failed to freeSpace: No StorageDirView has enough capacity of {} bytes"",availableBytes)"
"LOG.error(""Failed to freeSpace: No StorageDirView has enough capacity of {} bytes"",availableBytes)","LOG.warn(""Failed to freeSpace: No StorageDirView has enough capacity of {} bytes"",availableBytes)"
"LOG.error(""Failed to freeSpace: No StorageDirView has enough capacity of {} bytes"",availableBytes)","LOG.warn(""Failed to freeSpace: No StorageDirView has enough capacity of {} bytes"",availableBytes)"
1,17
1,17
"LOG.error(""Unable to delete {} because listInternal returns null"",path)","LOG.warn(""Unable to delete {} because listInternal returns null"",path)"
"LOG.error(""Unable to delete {} because listInternal returns null"",path)","LOG.warn(""Unable to delete {} because listInternal returns null"",path)"
1,17
UnavailableException e,IOException e
recursiveUFSDeletes.remove(ancestor),recursiveUFSDeletes.remove(ancestorPair)
1,1
10,26
10,26
"LOG.error(""delete failed: {}"",e.getMessage())","LOG.warn(""delete failed: {}"",e.getMessage())"
"LOG.error(""delete failed: {}"",e.getMessage())","LOG.warn(""delete failed: {}"",e.getMessage())"
T,R
/**   * The resource.   */ private T mResource; ,/**   * The resource.   */ private R mResource; 
T resource,R resource
T,R
/**   * The resource.   */ private T mResource; ,/**   * The resource.   */ private R mResource; 
T resource,R resource
mError != null,mError == null
DefaultFileSystemMaster.class,FileSystemMaster.class
DefaultFileSystemMaster.class,FileSystemMaster.class
"free(path,false)","free(path,true)"
33,1
33,1
CommonUtils.randomString(random.nextInt(10)),CommonUtils.randomAlphaNumString(random.nextInt(10))
CommonUtils.randomString(random.nextInt(10)),CommonUtils.randomAlphaNumString(random.nextInt(10))
CommonUtils.randomString(random.nextInt(10)),CommonUtils.randomAlphaNumString(random.nextInt(10))
CommonUtils.randomString(random.nextInt(10)),CommonUtils.randomAlphaNumString(random.nextInt(10))
status.isDirectory(),status.isDir()
status.isDirectory(),status.isDir()
new IOException(ExceptionMessage.BLOCK_NOT_LOCALLY_AVAILABLE.getMessage(mBlockId)),"new IOException(ExceptionMessage.BLOCK_NOT_LOCALLY_AVAILABLE.getMessage(mBlockId),e)"
new IOException(ExceptionMessage.BLOCK_UNAVAILABLE.getMessage(blockId)),"new IOException(ExceptionMessage.BLOCK_UNAVAILABLE.getMessage(blockId),e)"
LOG.debug(e),"LOG.debug(""Exception: "",e)"
"LOG.error(""Fail to set owner for {} with user: {}, group: {}"",path,user,group,e)","LOG.error(""Fail to set owner for {} with user: {}, group: {}"",path,user,group)"
status.getCreationTimeMs(),status.getLastModificationTimeMs()
status.getCreationTimeMs(),status.getLastModificationTimeMs()
"PathUtils.concatPath(src,child)","PathUtils.concatPath(dst,child)"
Preconditions.checkNotNull(timer),"Preconditions.checkNotNull(timer,""timer"")"
Preconditions.checkNotNull(object),"Preconditions.checkNotNull(object,""object"")"
Preconditions.checkNotNull(timer),"Preconditions.checkNotNull(timer,""timer"")"
"UnderFileSystemUtils.deleteFileIfExists(mUfs,mCheckpointPath)",UnderFileSystemUtils.deleteFileIfExists(mCheckpointPath)
"UnderFileSystemUtils.deleteFileIfExists(mUfs,mCheckpointPath)",UnderFileSystemUtils.deleteFileIfExists(mCheckpointPath)
"UnderFileSystemUtils.deleteIfExists(mUfs,mTempCheckpointPath)","UnderFileSystemUtils.deleteFileIfExists(mUfs,mTempCheckpointPath)"
"UnderFileSystemUtils.deleteIfExists(mUfs,mTempCheckpointPath)","UnderFileSystemUtils.deleteFileIfExists(mUfs,mTempCheckpointPath)"
Preconditions.checkNotNull(worker),"Preconditions.checkNotNull(worker,""worker"")"
Preconditions.checkNotNull(worker),"Preconditions.checkNotNull(worker,""worker"")"
"WORKER_BLOCK_HEARTBEAT_TIMEOUT_MS(Name.WORKER_BLOCK_HEARTBEAT_TIMEOUT_MS,10000)","WORKER_BLOCK_HEARTBEAT_TIMEOUT_MS(Name.WORKER_BLOCK_HEARTBEAT_TIMEOUT_MS,60000)"
"WORKER_SESSION_TIMEOUT_MS(Name.WORKER_SESSION_TIMEOUT_MS,10000)","WORKER_SESSION_TIMEOUT_MS(Name.WORKER_SESSION_TIMEOUT_MS,60000)"
"BlockStoreContext.releaseBlockWorkerThriftClient(mRpcAddress,client)","BlockStoreContext.releaseBlockWorkerThriftClientHeartbeat(mRpcAddress,client)"
"BlockStoreContext.releaseBlockWorkerThriftClient(mRpcAddress,client)","BlockStoreContext.releaseBlockWorkerThriftClientHeartbeat(mRpcAddress,client)"
"USER_UFS_DELEGATION_ENABLED(Name.USER_UFS_DELEGATION_ENABLED,false)","USER_UFS_DELEGATION_ENABLED(Name.USER_UFS_DELEGATION_ENABLED,true)"
"setAttributeInternal(tempInodePath,true,opTimeMs,options)","setAttributeInternal(tempInodePath,false,opTimeMs,options)"
"setAttributeInternal(inodePath,true,opTimeMs,options)","setAttributeInternal(inodePath,false,opTimeMs,options)"
"setAttributeInternal(inodePath,false,entry.getOpTimeMs(),options)","setAttributeInternal(inodePath,true,entry.getOpTimeMs(),options)"
manualClock.addTimeMs(1020),manualClock.addTimeMs(1001)
1,17
"new ProcessBuilder(startScript,mMesosAddress,""-w"")","new ProcessBuilder(startScript,mMesosAddress)"
"LOG.error(""I/O error when running rpc"",e)","LOG.warn(""I/O error when running rpc"",e)"
"LOG.error(""I/O error when running rpc"",e)","LOG.warn(""I/O error when running rpc"",e)"
period < MINIMAL_POLL_PERIOD,period >= MINIMAL_POLL_PERIOD
mLocalAlluxioClusterResource.get().getWorkerAddress(),mLocalAlluxioClusterResource.get().getWorker()
mLocalAlluxioClusterResource.get().getWorkerAddress(),mLocalAlluxioClusterResource.get().getWorker()
"new SwiftRange(mPos,endPos)","new MidPartLongRange(mPos,endPos)"
bLocations[0].getNames(),bLocations[0].getHosts()
bLocations[0].getNames(),bLocations[0].getHosts()
"Assert.assertEquals(2,propertyCategories.size())","Assert.assertEquals(3,propertyCategories.size())"
"!mPreferredHost.equals(""localhost"")","mPreferredHost.equals(""localhost"")"
request.getRelaxLocality() == false,request.getRelaxLocality() == true
"FileInStream.create(status,options.toInStreamOptions(),mContext)","FileInStream.create(status,options.toInStreamOptions(),mFileSystemContext)"
AlluxioWorkerService.class,AlluxioWorker.class
BlockMasterClient.class,RetryHandlingBlockMasterClient.class
BlockMasterClient masterClientMock=PowerMockito.mock(BlockMasterClient.class); ,RetryHandlingBlockMasterClient masterClientMock=PowerMockito.mock(RetryHandlingBlockMasterClient.class); 
BlockMasterClient.class,RetryHandlingBlockMasterClient.class
BlockMasterClient masterClientMock=PowerMockito.mock(BlockMasterClient.class); ,RetryHandlingBlockMasterClient masterClientMock=PowerMockito.mock(RetryHandlingBlockMasterClient.class); 
BlockMasterClient.class,RetryHandlingBlockMasterClient.class
BlockMasterClient masterClientMock=PowerMockito.mock(BlockMasterClient.class); ,RetryHandlingBlockMasterClient masterClientMock=PowerMockito.mock(RetryHandlingBlockMasterClient.class); 
BlockMasterClient.class,RetryHandlingBlockMasterClient.class
T,E
T,E
private final String mHostNameKey; ,private final PropertyKey mHostNameKey; 
private final String mBindHostKey; ,private final PropertyKey mBindHostKey; 
private final String mPortKey; ,private final PropertyKey mPortKey; 
/**   * Gets the key of connect hostname.  * @return key of connect hostname  */ public String getHostNameKey(){   return mHostNameKey; } ,/**   * Gets the key of connect hostname.  * @return key of connect hostname  */ public PropertyKey getHostNameKey(){   return mHostNameKey; } 
/**   * Gets the key of bind hostname.  * @return key of bind hostname  */ public String getBindHostKey(){   return mBindHostKey; } ,/**   * Gets the key of bind hostname.  * @return key of bind hostname  */ public PropertyKey getBindHostKey(){   return mBindHostKey; } 
/**   * Gets the key of service port.  * @return key of service port  */ public String getPortKey(){   return mPortKey; } ,/**   * Gets the key of service port.  * @return key of service port  */ public PropertyKey getPortKey(){   return mPortKey; } 
AlluxioWorker.class,DefaultAlluxioWorker.class
AlluxioWorker.class,DefaultAlluxioWorker.class
AlluxioWorker.class,DefaultAlluxioWorker.class
dstPath.getPath(),dstPath.toString()
dstPath.getPath(),dstPath.toString()
dstPath.getPath(),dstPath.toString()
dstPath.getPath(),dstPath.toString()
1,17
1,17
1,17
1,17
o instanceof CreateOptions,o instanceof MkdirsOptions
CreateOptions.class,MkdirsOptions.class
lookupService.lookupPrincipalByGroupName(user),lookupService.lookupPrincipalByName(user)
lookupService.lookupPrincipalByGroupName(user),lookupService.lookupPrincipalByName(user)
mBuffer.remaining() > toRead,mBuffer.remaining() >= toRead
10 * Constants.SECOND_MS,300 * Constants.SECOND_MS
10 * Constants.SECOND_MS,300 * Constants.SECOND_MS
4 * Constants.KB,8 * Constants.MB
8 * Constants.MB,4 * Constants.KB
8 * Constants.MB,4 * Constants.KB
Assert.fail(),"Assert.fail(String.format(""Expected file %s being deleted but it was not."",filePath))"
read(buffer),"read(buffer,0,(int)Math.min(buffer.length,len))"
Assert.assertFalse(mFileSystem.getStatus(uri).getInMemoryPercentage() == 100),Assert.assertTrue(mFileSystem.getStatus(uri).getInMemoryPercentage() == 100)
Assert.assertFalse(mFileSystem.getStatus(uri).getInMemoryPercentage() == 100),Assert.assertTrue(mFileSystem.getStatus(uri).getInMemoryPercentage() == 100)
Assert.assertFalse(mFileSystem.getStatus(uri).getInMemoryPercentage() == 100),Assert.assertTrue(mFileSystem.getStatus(uri).getInMemoryPercentage() == 100)
Assert.assertFalse(mFileSystem.getStatus(uri).getInMemoryPercentage() == 100),Assert.assertTrue(mFileSystem.getStatus(uri).getInMemoryPercentage() == 100)
BlockStoreContext.INSTANCE.hasLocalWorker(),!BlockStoreContext.INSTANCE.hasLocalWorker()
Assert.fail(),"Assert.fail(""createDirectory was expected to fail with FileAlreadyExistsException"")"
Assert.fail(),"Assert.fail(""createDirectory was expected to fail with FileAlreadyExistsException"")"
2,1
"Objects.hashCode(mLocationPolicy,mReadType)","Objects.hashCode(mLocationPolicy,mReadType,mCacheIncompleteBlock)"
CreateFileOptions.defaults().setBlockSizeBytes(Constants.KB).setRecursive(true).setTtl(1),CreateFileOptions.defaults().setBlockSizeBytes(Constants.KB).setRecursive(true).setTtl(0)
CreateFileOptions.defaults().setBlockSizeBytes(Constants.KB).setRecursive(true).setTtl(1),CreateFileOptions.defaults().setBlockSizeBytes(Constants.KB).setRecursive(true).setTtl(0)
mBlockStream.remaining(),inStream.remaining()
mBlockStream.remaining(),inStream.remaining()
"new LocalAlluxioClusterResource(1000,Constants.GB,Constants.SECURITY_AUTHENTICATION_TYPE,AuthType.SIMPLE.getAuthName())","new LocalAlluxioClusterResource(1000,Constants.GB,Constants.SECURITY_AUTHENTICATION_TYPE,AuthType.SIMPLE.getAuthName(),Constants.SECURITY_AUTHORIZATION_PERMISSION_ENABLED,""true"")"
SecurityUtils.isSecurityEnabled(configuration),SecurityUtils.isAuthorizationEnabled(configuration)
SecurityUtils.isSecurityEnabled(configuration),SecurityUtils.isAuthorizationEnabled(configuration)
(short)0755,(short)0777
(short)0755,(short)0777
(short)0644,(short)0777
"getLsNoAclResultStr(""/testRoot/testDir"",files[1].getCreationTimeMs(),0,LsCommand.STATE_FOLDER)","getLsNoAclResultStr(""/testRoot/testDir"",files[1].getCreationTimeMs(),1,LsCommand.STATE_FOLDER)"
"getLsResultStr(""/testRoot/testDir"",files[1].getCreationTimeMs(),0,LsCommand.STATE_FOLDER,testUser,testUser,files[1].getPermission(),files[1].isFolder())","getLsResultStr(""/testRoot/testDir"",files[1].getCreationTimeMs(),1,LsCommand.STATE_FOLDER,testUser,testUser,files[1].getPermission(),files[1].isFolder())"
"getLsNoAclResultStr(""/testRoot/testDir"",files[1].getCreationTimeMs(),0,LsCommand.STATE_FOLDER)","getLsNoAclResultStr(""/testRoot/testDir"",files[1].getCreationTimeMs(),1,LsCommand.STATE_FOLDER)"
"getLsResultStr(""/testRoot/testDir"",files[1].getCreationTimeMs(),0,LsCommand.STATE_FOLDER,testUser,testUser,files[1].getPermission(),files[1].isFolder())","getLsResultStr(""/testRoot/testDir"",files[1].getCreationTimeMs(),1,LsCommand.STATE_FOLDER,testUser,testUser,files[1].getPermission(),files[1].isFolder())"
"getLsNoAclResultStr(""/testRoot/testDir"",files[1].getCreationTimeMs(),0,LsCommand.STATE_FOLDER)","getLsNoAclResultStr(""/testRoot/testDir"",files[1].getCreationTimeMs(),1,LsCommand.STATE_FOLDER)"
"getLsResultStr(""/testRoot/testDir"",files[1].getCreationTimeMs(),0,LsCommand.STATE_FOLDER,testUser,testUser,files[1].getPermission(),files[1].isFolder())","getLsResultStr(""/testRoot/testDir"",files[1].getCreationTimeMs(),1,LsCommand.STATE_FOLDER,testUser,testUser,files[1].getPermission(),files[1].isFolder())"
"getLsNoAclResultStr(""/testRoot/testDir"",files[1].getCreationTimeMs(),0,LsCommand.STATE_FOLDER)","getLsNoAclResultStr(""/testRoot/testDir"",files[1].getCreationTimeMs(),1,LsCommand.STATE_FOLDER)"
"getLsResultStr(""/testRoot/testDir"",files[1].getCreationTimeMs(),0,LsCommand.STATE_FOLDER,testUser,testUser,files[1].getPermission(),files[1].isFolder())","getLsResultStr(""/testRoot/testDir"",files[1].getCreationTimeMs(),1,LsCommand.STATE_FOLDER,testUser,testUser,files[1].getPermission(),files[1].isFolder())"
entry.getCompleteStore(),entry.getCreateStore()
entry.getCompleteStore(),entry.getCreateStore()
Mockito.anyString(),Mockito.any(WorkerNetAddress.class)
alluxioUri.getPath(),alluxioUriToLoad.getPath()
alluxioUri.getPath(),alluxioUriToLoad.getPath()
"UfsUtils.loadUfs(mFileSystem,new AlluxioURI(AlluxioURI.SEPARATOR),new AlluxioURI(mUfsRoot + AlluxioURI.SEPARATOR),new PrefixList(""alluxio;exclusions"","";""),mLocalAlluxioClusterResource.get().getMasterConf())","UfsUtils.loadUfs(new AlluxioURI(AlluxioURI.SEPARATOR),new AlluxioURI(mUfsRoot + AlluxioURI.SEPARATOR),new PrefixList(""alluxio;exclusions"","";""),mLocalAlluxioClusterResource.get().getMasterConf())"
path.toString(),path.getPath()
path.toString(),path.getPath()
mSizeOnTier.containsKey(tierAlias) ? mSizeOnTier.get(tierAlias) : 0,mSizeOnTier.containsKey(tierAlias) ? mSizeOnTier.get(tierAlias) : 0L
mSizeOnTier.containsKey(tierAlias) ? mSizeOnTier.get(tierAlias) : 0,mSizeOnTier.containsKey(tierAlias) ? mSizeOnTier.get(tierAlias) : 0L
mSizeOnTier.containsKey(tierAlias) ? mSizeOnTier.get(tierAlias) : 0,mSizeOnTier.containsKey(tierAlias) ? mSizeOnTier.get(tierAlias) : 0L
"Assert.assertEquals(1,intValue)","Assert.assertEquals(256,intValue)"
"Mockito.doNothing().when(mFileSystemMasterClient).mount(alluxioPath,ufsPath)","Mockito.doNothing().when(mFileSystemMasterClient).mount(alluxioPath,ufsPath,mountOptions)"
"Mockito.verify(mFileSystemMasterClient).mount(alluxioPath,ufsPath)","Mockito.verify(mFileSystemMasterClient).mount(alluxioPath,ufsPath,mountOptions)"
"Mockito.doThrow(EXCEPTION).when(mFileSystemMasterClient).mount(alluxioPath,ufsPath)","Mockito.doThrow(EXCEPTION).when(mFileSystemMasterClient).mount(alluxioPath,ufsPath,mountOptions)"
"String result=""""; ",StringBuilder sb=new StringBuilder(); 
mFileLength < mBlockSize,mFileLength <= mBlockSize
mFileLength - mPos < mBlockSize,mFileLength - mPos >= mBlockSize
4,4
fileInfo.getPath(),fileInfo.getUfsPath()
fileInfo.getPath(),fileInfo.getUfsPath()
lineageInfo.getParents(),lineageInfo.getChildren()
lineageInfo.getParents(),lineageInfo.getChildren()
"new LocalTachyonClusterResource(Constants.GB,Constants.KB,BLOCK_SIZE,Constants.KEY_VALUE_ENABLED,""true"",Constants.KEY_VALUE_PARTITION_SIZE_BYTES_MAX,Integer.toString(KEY_VALUE_PARTITION_SIZE))","new LocalTachyonClusterResource(Constants.GB,BLOCK_SIZE,Constants.KEY_VALUE_ENABLED,""true"",Constants.KEY_VALUE_PARTITION_SIZE_BYTES_MAX,Integer.toString(KEY_VALUE_PARTITION_SIZE))"
